area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
221,"[[553, 254], [561, 287]]","[0.9823943661971831, 0.35546875]",75.0,"[0.5455002513826044, 0.5545648123502795]",14866.854602222711,4530.491036004762,92212.44856262207,-0.16346964604723133,mod
574,"[[9, 716], [37, 747]]","[0.03873239436619718, 0.9505208333333334]",93.0,"[0.4451519884656974, 0.42672038327526135]",84350.18847197769,122902.8470293594,121252.238593207,0.7805061892442257,let
1533,"[[36, 462], [112, 512]]","[0.12852112676056338, 0.6419270833333334]",279.0,"[0.48081689303063346, 0.6009579404280796]",1699035.3877365757,2887156.1066380665,1554903.6808878474,0.5985761189376673,let
1969,"[[49, 72], [98, 153]]","[0.13380281690140844, 0.1484375]",240.0,"[0.5474961909598781, 0.5126162841110382]",2360289.853378081,1712028.0401210168,4255474.228088379,-0.5382964819626161,let
2284,"[[57, 562], [126, 651]]","[0.1619718309859155, 0.7747395833333334]",341.0,"[0.4957313360126659, 0.3798380221653879]",3128288.63651702,3446700.6174369804,3687182.439768493,-0.7661892981190696,let
847,"[[69, 0], [146, 28]]","[0.18309859154929578, 0.01171875]",220.0,"[0.45207822480549753, 0.29678785164678584]",215979.02475792292,1346944.1844872045,104795.25694274902,0.16733475315573218,let
559,"[[103, 154], [142, 176]]","[0.2130281690140845, 0.21484375]",92.0,"[0.4547853309481217, 0.47802753363926265]",122464.56696330318,233529.80107803506,80740.94285583496,0.5065271652488635,let
322,"[[114, 317], [143, 343]]","[0.22887323943661972, 0.43359375]",89.0,"[0.525879917184265, 0.583620887968714]",63661.99557108275,97735.51520035724,89228.42776489258,0.752040497989164,let
3860,"[[51, 364], [171, 467]]","[0.1813380281690141, 0.5390625]",776.0,"[0.4344270415077955, 0.4881898259863065]",8217596.066502515,16305487.77415494,12216898.584533691,0.6634876380915076,let
700,"[[137, 290], [172, 350]]","[0.2746478873239437, 0.4127604166666667]",209.0,"[0.4769510999019196, 0.4533520765716412]",452945.72347234475,303712.605881769,823975.4324561235,-0.5247402489223008,let
647,"[[345, 229], [369, 265]]","[0.6285211267605634, 0.3229166666666667]",97.0,"[0.48278207109737253, 0.5021930740632441]",132942.5778499119,107778.34715024279,264733.2577039938,-0.5187658065944439,let
3487,"[[367, 479], [425, 625]]","[0.6936619718309859, 0.7213541666666666]",599.0,"[0.49588299910125005, 0.4893823624790034]",8609795.17398401,3910849.0857716687,24122964.238538753,-0.35281078881762784,let
6087,"[[349, 598], [475, 739]]","[0.7394366197183099, 0.8697916666666666]",972.0,"[0.558129510879062, 0.5069731096735084]",36362484.85501025,43804313.74424681,46316945.09621926,-0.7681301445015671,let
296,"[[411, 531], [457, 563]]","[0.7693661971830986, 0.71484375]",201.0,"[0.5141953757986958, 0.5778215592457078]",154508.0457265075,230905.84649313134,131588.60820007324,0.6299127535826559,let
1675,"[[417, 452], [455, 520]]","[0.7658450704225352, 0.6354166666666666]",171.0,"[0.4579716800612323, 0.5226130218472853]",1126528.5379438088,643727.8448317542,2521967.6843532957,-0.4379383718563397,let
1369,"[[440, 711], [498, 761]]","[0.8063380281690141, 0.9674479166666666]",201.0,"[0.29961248467890705, 0.6309027628582478]",814540.3198861148,608621.3372470716,1540844.096477931,-0.5255199094615943,let
328,"[[469, 674], [487, 698]]","[0.8433098591549296, 0.8919270833333334]",65.0,"[0.5247111681643132, 0.45975609756097563]",31637.832324677223,33338.01777921045,49423.804918077316,-0.6609260604197306,let
1410,"[[83, 657], [124, 699]]","[0.1813380281690141, 0.8828125]",160.0,"[0.4695542046605876, 0.4898894936500083]",581502.2540437934,700336.4326088553,755992.3009033203,-0.7614887804591033,let
4680,"[[102, 190], [286, 271]]","[0.30809859154929575, 0.3046875]",1012.0,"[0.43316573585606216, 0.5727030309799377]",19343052.910775237,43116061.22944695,13746645.514221191,0.46072540675887286,let
7823,"[[128, 259], [289, 358]]","[0.352112676056338, 0.3997395833333333]",1109.0,"[0.4607562247430607, 0.48238580883150695]",31571922.907845538,66010437.79666732,27815097.370727822,0.5133929924066738,let
6159,"[[114, 24], [240, 178]]","[0.3221830985915493, 0.13932291666666666]",1116.0,"[0.5435255622890661, 0.5343265563124125]",32114560.14980155,33810646.23940816,52045041.16395382,-0.6470892322534215,let
1616,"[[178, 402], [240, 487]]","[0.36971830985915494, 0.59375]",397.0,"[0.5100476972398155, 0.6265680490319624]",3099608.571302822,1990493.2266415379,5424146.5859375,-0.5324876438546248,let
315,"[[219, 317], [277, 362]]","[0.44014084507042256, 0.4361979166666667]",309.0,"[0.5699219800914717, 0.5148838279273061]",831188.5717567124,1326865.2381595913,741523.8403066007,0.6161210295590241,let
4003,"[[245, 338], [343, 399]]","[0.5070422535211268, 0.4830729166666667]",320.0,"[0.4386674107928463, 0.531928900592495]",5572608.653792546,9480037.333068816,5083961.72157456,0.5975478161275418,let
2407,"[[284, 215], [341, 269]]","[0.551056338028169, 0.3138020833333333]",175.0,"[0.49338022341745963, 0.48306315116410276]",1850519.1990926715,2408331.3304434875,2115075.77704703,0.7458627542161772,let
255,"[[300, 113], [314, 150]]","[0.5404929577464789, 0.17708333333333334]",97.0,"[0.4671895424836601, 0.5939112487100103]",35459.42174662559,13669.771991544338,153422.76725260416,-0.23479828993984375,let
717,"[[299, 11], [325, 120]]","[0.5545774647887324, 0.08984375]",312.0,"[0.5640873896533017, 0.548202396804261]",704899.6363542584,180272.46059499588,3292575.55418396,-0.21266309488379645,let
953,"[[360, 294], [398, 328]]","[0.6672535211267606, 0.4049479166666667]",104.0,"[0.48833642747598677, 0.481307150352271]",286679.6106702061,401328.9987632678,325450.207914564,0.7196100820602973,let
692,"[[390, 130], [427, 158]]","[0.7200704225352113, 0.18619791666666666]",133.0,"[0.5017493154852449, 0.4593880805262109]",171777.75578601813,303591.5846682212,156179.87422010629,0.5827388200381864,let
1276,"[[435, 433], [483, 472]]","[0.8116197183098591, 0.5885416666666666]",156.0,"[0.5369298189495234, 0.47464733542319754]",599714.2779122652,1015809.7639729249,530881.9616970457,0.5932946958097861,let
951,"[[484, 391], [519, 430]]","[0.8838028169014085, 0.5338541666666666]",110.0,"[0.4904778595630331, 0.48385909568874863]",315932.94873276114,328133.1993528076,431280.79567464045,-0.7044903794246093,let
642,"[[501, 675], [528, 705]]","[0.9049295774647887, 0.8971354166666666]",86.0,"[0.46923676012461063, 0.4661340568787057]",109552.83515808391,126374.57024895871,154364.26443481448,-0.7218696506434215,let
6739,"[[336, 0], [561, 152]]","[0.7570422535211268, 0.07552083333333333]",2192.0,"[0.41661364269524576, 0.41257757151312396]",37845003.14565927,95728013.52101503,42614906.91514273,0.4794588407737161,let
1075,"[[0, 2], [18, 117]]","[0.014084507042253521, 0.07161458333333333]",286.0,"[0.43696450428396577, 0.45818765036086606]",579603.1917546944,99809.80480063468,4061089.9716305286,-0.14234281639926066,inter
2290,"[[0, 133], [47, 333]]","[0.03873239436619718, 0.30859375]",571.0,"[0.4607761027359017, 0.5011187779694493]",6471711.513699381,1497882.202192013,29402077.682922363,-0.21715676780108945,inter
49481,"[[0, 510], [277, 761]]","[0.25528169014084506, 0.8346354166666666]",1508.0,"[0.5202093861400231, 0.5191130690020365]",934405144.3522004,1272075789.13714,1025378871.2339454,0.7197738621677225,inter
44598,"[[160, 236], [428, 500]]","[0.5070422535211268, 0.4817708333333333]",2501.0,"[0.47592133352544563, 0.5067650514378126]",790826687.34331,919185252.0071384,955119742.208305,-0.7740403305708402,inter
1952,"[[320, 114], [407, 194]]","[0.6390845070422535, 0.20833333333333334]",335.0,"[0.490275185505531, 0.5644268872444469]",4495991.678623824,4575584.868642742,4794905.008680569,-0.7732052658212315,inter
229,"[[348, 563], [365, 582]]","[0.625, 0.7473958333333334]",61.0,"[0.41484716157205237, 0.5456331877729258]",17684.049153645843,15129.953125,29651.435146755623,-0.5906007486723481,inter
1895,"[[466, 256], [525, 339]]","[0.8591549295774648, 0.3802083333333333]",362.0,"[0.36310399159663864, 0.4342737094837935]",1244403.069909037,1152675.2209879013,3203977.7391493446,-0.44073283197635166,inter
2013,"[[474, 466], [511, 552]]","[0.8679577464788732, 0.6692708333333334]",242.0,"[0.5018694276675294, 0.5506392357720792]",1574769.404677413,828980.6990831385,5387826.7428181665,-0.3022837516388823,inter
2385,"[[0, 1], [48, 110]]","[0.040492957746478875, 0.07291666666666667]",441.0,"[0.4823888120985446, 0.4892104310032597]",3670553.9138424285,1724870.3022155876,9811742.491102427,-0.36854866403608394,let
401,"[[14, 126], [47, 162]]","[0.05985915492957746, 0.19140625]",171.0,"[0.5736372788724292, 0.5445053855811802]",142121.5989904269,184835.47253769115,198156.60926818848,-0.7619826568672903,let
1602,"[[0, 185], [69, 244]]","[0.05985915492957746, 0.28125]",239.0,"[0.4763083451202263, 0.5224628712871288]",1954544.110915493,2292247.3677841728,1881758.703125,0.7330854823902518,let
296,"[[54, 662], [68, 727]]","[0.11267605633802817, 0.8984375]",155.0,"[0.6867117117117117, 0.4258804258804259]",91116.1640625,33813.65939297764,328408.92822265625,-0.2769866277065843,let
1013,"[[75, 103], [122, 155]]","[0.1619718309859155, 0.171875]",249.0,"[0.3700198412698413, 0.5278346810422282]",451928.17341549235,439319.3212656203,989219.7055664062,-0.5121139677953818,let
4273,"[[67, 1], [217, 66]]","[0.2517605633802817, 0.033854166666666664]",1072.0,"[0.5032462557786448, 0.3813514910733887]",8262092.021076332,32250399.280868918,3650769.784389999,0.2619590665383731,let
397,"[[99, 203], [119, 227]]","[0.19190140845070422, 0.2799479166666667]",75.0,"[0.4700731678061653, 0.4859445843828716]",46875.67141422756,48017.496742337746,71551.73561774366,-0.6624250498673365,let
578,"[[122, 351], [183, 391]]","[0.26936619718309857, 0.4856770833333333]",478.0,"[0.5022955499002683, 0.4849316137084612]",1130375.6256510415,2401248.756409933,993122.9759996292,0.5068695993574639,let
966,"[[210, 105], [258, 146]]","[0.4102112676056338, 0.16276041666666666]",138.0,"[0.47207081590400135, 0.4738736074139801]",535253.8927661018,654335.2104431175,484195.12671915593,0.7065903146474968,let
655,"[[147, 57], [185, 80]]","[0.29225352112676056, 0.08723958333333333]",95.0,"[0.475396359365825, 0.43333333333333335]",120068.43144347858,276821.69141787325,89968.43295457611,0.45477262344931274,let
2259,"[[151, 101], [207, 163]]","[0.31690140845070425, 0.17708333333333334]",214.0,"[0.5119871391626477, 0.5634674705059831]",2402460.9108714806,2340420.4127653223,3207832.85970054,-0.6960970591022234,let
3290,"[[176, 410], [246, 480]]","[0.375, 0.5768229166666666]",252.0,"[0.5227830138727099, 0.4695880546436514]",3773280.2989908904,5532919.578125,4416299.439760057,0.7119490298977116,let
2754,"[[182, 264], [243, 348]]","[0.36971830985915494, 0.3997395833333333]",286.0,"[0.4540039051082089, 0.5020446453318551]",3095357.055058869,2618514.7448794907,5928689.586749542,-0.5398877948278896,let
20921,"[[133, 484], [310, 761]]","[0.4154929577464789, 0.83203125]",1345.0,"[0.5803336281012825, 0.5565340614239076]",328587780.77770144,242720202.29096967,614682818.1384735,-0.5278753255437659,let
1625,"[[198, 200], [251, 253]]","[0.3908450704225352, 0.2877604166666667]",214.0,"[0.44066096866096865, 0.3873960113960114]",683607.2562124043,1249575.8404210517,943818.3046349527,0.6753905646197318,let
509,"[[244, 144], [265, 178]]","[0.448943661971831, 0.20963541666666666]",86.0,"[0.4811573495267012, 0.4816727476845355]",75132.00308786312,66046.7722581085,181401.60600619894,-0.4580375149296734,let
779,"[[264, 190], [301, 222]]","[0.49471830985915494, 0.2708333333333333]",104.0,"[0.4590568204851023, 0.5516396312288482]",266346.4207379695,291724.203069208,301054.76519097254,-0.7766411393198634,let
5057,"[[287, 325], [372, 411]]","[0.5845070422535211, 0.48046875]",316.0,"[0.5189659288094822, 0.5049416665532216]",10264388.79951585,11824118.537690932,11901222.807525635,-0.7835202165275198,let
654,"[[309, 456], [343, 495]]","[0.5704225352112676, 0.6171875]",110.0,"[0.41987767584097857, 0.4400993883792049]",117286.18199823952,178003.13777028353,250998.7625732422,-0.6345545220666848,let
619,"[[326, 704], [365, 725]]","[0.6073943661971831, 0.9296875]",97.0,"[0.4655896607431341, 0.45300337788221473]",90945.08787687057,266522.2818730166,67057.52899169922,0.3696730892654107,let
628,"[[345, 229], [369, 265]]","[0.6285211267605634, 0.3229166666666667]",96.0,"[0.48445859872611463, 0.5020657600275434]",129421.0272153755,104505.02099037872,255631.19314236185,-0.521166451978494,let
3328,"[[367, 479], [425, 625]]","[0.6936619718309859, 0.72265625]",575.0,"[0.4899032904094341, 0.4910904019199597]",8171210.010659659,3665457.454113779,23153080.10343933,-0.34892071788573714,let
5886,"[[349, 598], [475, 736]]","[0.7394366197183099, 0.8697916666666666]",923.0,"[0.5548986157958201, 0.5107751202002407]",33710573.45969043,41216394.826671,42731305.59974539,-0.7741653679481225,let
1636,"[[417, 453], [454, 518]]","[0.7658450704225352, 0.6354166666666666]",163.0,"[0.46876206408441645, 0.5336741498110691]",1072542.7590228873,624553.0304627056,2352158.042100688,-0.4463923078828772,let
236,"[[411, 531], [457, 562]]","[0.7693661971830986, 0.7135416666666666]",159.0,"[0.5384944031444928, 0.5540913654618473]",119070.20339091841,191890.29761270076,87139.20336914064,0.5781987046513666,let
1308,"[[440, 713], [498, 761]]","[0.8045774647887324, 0.96875]",215.0,"[0.29561239827916863, 0.622620607876178]",729770.7427376764,565774.0757166232,1333466.58984375,-0.5432899183539878,let
317,"[[470, 674], [486, 697]]","[0.8433098591549296, 0.8919270833333334]",63.0,"[0.52755613286324, 0.4788380651945321]",27181.511661439985,26351.381512224732,47696.603524102145,-0.5983244251918705,let
1389,"[[83, 657], [124, 699]]","[0.1813380281690141, 0.8828125]",161.0,"[0.4699166923788954, 0.4908835200160731]",574724.2899840443,689031.2737459069,745847.168762207,-0.7607038479303724,let
4594,"[[103, 190], [286, 271]]","[0.30809859154929575, 0.3046875]",1005.0,"[0.42815223756460635, 0.574479987431145]",18615213.346102033,40967151.278327234,13482583.512878418,0.467435771867537,let
7698,"[[128, 259], [288, 358]]","[0.3503521126760563, 0.3997395833333333]",1110.0,"[0.46051827434373577, 0.4834908688433868]",30788783.682894576,63755925.064852096,27318684.03602808,0.5182402685064402,let
6040,"[[114, 24], [240, 178]]","[0.3221830985915493, 0.13932291666666666]",1131.0,"[0.5449378459210941, 0.533556559069032]",31595395.67360582,33276539.709230658,50912640.313815325,-0.6493144920611402,let
1547,"[[178, 402], [240, 487]]","[0.3714788732394366, 0.59375]",396.0,"[0.519461032001225, 0.6268301802138637]",3025187.047700261,1959633.2078797624,5199854.8232421875,-0.5395610165486361,let
292,"[[219, 317], [277, 362]]","[0.44014084507042256, 0.4361979166666667]",310.0,"[0.5724534774349422, 0.5167005724558831]",821474.2938352776,1298135.9689421756,726688.1146765822,0.6180331448492101,let
3934,"[[246, 338], [333, 399]]","[0.5070422535211268, 0.4830729166666667]",266.0,"[0.47380859059783736, 0.5326630288056416]",5249929.64407277,8594518.16385634,5000776.558158021,0.6205141531344219,let
2402,"[[284, 216], [341, 269]]","[0.551056338028169, 0.3138020833333333]",174.0,"[0.49364527935037456, 0.47384988637061604]",1781917.1362327638,2404908.636071711,1987861.039896626,0.7271519956916401,let
681,"[[299, 11], [325, 120]]","[0.5545774647887324, 0.08984375]",316.0,"[0.5694639787466792, 0.5458509142053446]",670244.7873775859,172781.39074278405,3086445.7000579834,-0.2155982621073853,let
6406,"[[336, 0], [561, 151]]","[0.7588028169014085, 0.078125]",2116.0,"[0.4169519568202625, 0.4167919124319419]",36674719.83186611,92323690.19500141,41012220.5625,0.4801868188841157,let
949,"[[360, 294], [398, 328]]","[0.6672535211267606, 0.4049479166666667]",105.0,"[0.48971927264867204, 0.48095739876561794]",286115.36658459867,401033.5805302783,323622.5337541366,0.7181665907833349,let
687,"[[390, 130], [427, 158]]","[0.7200704225352113, 0.18619791666666666]",134.0,"[0.5009959396307363, 0.45761180545098634]",169587.94535147076,300631.60835833725,154047.68524678543,0.5814313365360543,let
1262,"[[435, 433], [483, 472]]","[0.8116197183098591, 0.5885416666666666]",148.0,"[0.5382390485885565, 0.4744259699129058]",593517.0754383067,1007997.8660205096,523541.14624023123,0.5916532363291,let
941,"[[485, 391], [519, 430]]","[0.8838028169014085, 0.5338541666666666]",110.0,"[0.47584636405040226, 0.4816684378320935]",293191.07675872947,292767.1065884752,423192.633171928,-0.6759675026372174,let
631,"[[501, 675], [528, 705]]","[0.9049295774647887, 0.8971354166666666]",86.0,"[0.46870047543581617, 0.46643832114922545]",107498.51794949382,123304.280685876,151380.93450080024,-0.7204701494220576,let
2364,"[[0, 1], [48, 110]]","[0.040492957746478875, 0.07291666666666667]",444.0,"[0.48246506969642244, 0.48921597308564324]",3637358.7663952457,1706829.4530041215,9725030.488498257,-0.3684101083726636,let
397,"[[14, 126], [47, 162]]","[0.05985915492957746, 0.19140625]",172.0,"[0.5728395061728395, 0.5437437437437437]",140291.09535926493,182631.11313479493,195913.68147277832,-0.7617461641410745,let
1599,"[[0, 185], [69, 244]]","[0.05985915492957746, 0.28125]",240.0,"[0.47667168541316096, 0.5224736515809051]",1952462.2210607396,2290677.4204150992,1878745.7783203125,0.732847371364155,let
293,"[[54, 662], [68, 727]]","[0.11267605633802817, 0.8984375]",153.0,"[0.6882821387940842, 0.42372530768435207]",90143.62004841548,33627.02975600085,323338.91290283203,-0.278327114686379,let
1002,"[[75, 103], [121, 155]]","[0.1619718309859155, 0.171875]",246.0,"[0.3748489750783282, 0.5285924419343709]",444046.07669454167,426076.4693017242,980766.8181152344,-0.5062472159983333,let
397,"[[99, 203], [119, 227]]","[0.19190140845070422, 0.2799479166666667]",75.0,"[0.4700731678061653, 0.4859445843828716]",46875.67141422756,48017.496742337746,71551.73561774366,-0.6624250498673365,let
